,name,url,wins,losses,draws,height,weight,division,reach,stance,dob,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
125,Phil Baroni,http://www.fightmetric.com/fighter-details/1652f3213655b935,14,15,0,"5' 9""",170 lbs.,Welterweight,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5
126,Dan Barrera,http://www.fightmetric.com/fighter-details/f12f979b657ab876,3,1,0,"5' 9""",170 lbs.,Welterweight,--,Orthodox,"Dec 23, 1980",0.80,70%,1.20,28%,1.00,8%,0%,0.0
127,Carlos Barreto,http://www.fightmetric.com/fighter-details/a220be6d41d6f97d,14,9,0,"6' 4""",230 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
128,Jose Barreto,http://www.fightmetric.com/fighter-details/c32eab6c2119e989,0,1,0,--,185 lbs.,Middleweight,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
129,David Barrios,http://www.fightmetric.com/fighter-details/e6015889f50075d2,4,5,0,"5' 6""",145 lbs.,Featherweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
130,Ricardo Barros,http://www.fightmetric.com/fighter-details/d26394fc0e8e880a,2,2,0,"6' 1""",205 lbs.,Light Heavyweight,--,,"Mar 22, 1976",0.00,0%,8.22,31%,0.00,0%,100%,0.0
131,Alexandre Barros,http://www.fightmetric.com/fighter-details/8fd1f27e86661ede,18,8,0,"5' 9""",170 lbs.,Welterweight,--,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,1.84,50%,100%,0.0
132,Francimar Barroso,http://www.fightmetric.com/fighter-details/b69f24c500d783e7,16,4,0,"6' 1""",205 lbs.,Light Heavyweight,"75""",Orthodox,"Feb 28, 1980",2.23,51%,2.10,57%,2.50,38%,88%,0.0
133,Pat Barry,http://www.fightmetric.com/fighter-details/658c3465581ae46b,8,7,0,"5' 11""",235 lbs.,Heavyweight,"74""",Orthodox,"Jul 07, 1979",2.72,52%,3.54,59%,0.00,0%,76%,0.2
134,Stephen Bass,http://www.fightmetric.com/fighter-details/1cecc8fe6748a532,10,1,0,"5' 9""",145 lbs.,Featherweight,--,,"Nov 14, 1982",4.87,52%,5.87,55%,0.00,0%,0%,0.0
135,Sean Bassett,http://www.fightmetric.com/fighter-details/2c733e059462c1dc,0,4,0,--,155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
136,Ryan Bastianelli,http://www.fightmetric.com/fighter-details/29508aff4d93cbbe,5,2,0,"5' 5""",135 lbs.,Bantamweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
137,Shayna Baszler,http://www.fightmetric.com/fighter-details/8ef4a91ac694b7ce,15,9,0,"5' 7""",135 lbs.,Bantamweight,"67""",Orthodox,"Aug 08, 1980",2.57,31%,6.29,52%,0.70,22%,44%,1.4
138,Chris Beal,http://www.fightmetric.com/fighter-details/55f446032177b119,10,0,0,"5' 7""",125 lbs.,Flyweight,"69""",Orthodox,"Aug 06, 1985",2.93,37%,2.52,62%,2.06,75%,50%,0.7
139,Rudy Bears,http://www.fightmetric.com/fighter-details/74f13066b1417ef3,13,10,0,"5' 11""",170 lbs.,Welterweight,--,Southpaw,--,1.05,27%,1.40,69%,0.00,0%,0%,0.0
140,Jeff Bedard,http://www.fightmetric.com/fighter-details/93bf96be327fcd98,13,3,0,"5' 6""",145 lbs.,Featherweight,--,Orthodox,"Feb 06, 1970",0.80,51%,0.00,100%,3.43,66%,100%,2.6
141,Johnny Bedford,http://www.fightmetric.com/fighter-details/ffc3e6daaa6da0b7,19,13,1,"5' 10""",135 lbs.,Bantamweight,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0.0
142,Chase Beebe,http://www.fightmetric.com/fighter-details/b16a7e6a627e9789,19,8,1,"5' 7""",135 lbs.,Bantamweight,"67""",Orthodox,"Mar 29, 1985",2.17,38%,1.64,69%,2.49,42%,41%,0.9
143,Lyle Beerbohm,http://www.fightmetric.com/fighter-details/babc6b5745335f18,15,2,0,"5' 10""",155 lbs.,Lightweight,--,Southpaw,"Feb 05, 1979",1.98,55%,1.61,54%,2.10,23%,64%,0.3
144,Mirsad Bektic,http://www.fightmetric.com/fighter-details/cbd3e590a85b18c5,8,0,0,"5' 8""",145 lbs.,Featherweight,"70""",Orthodox,"Feb 16, 1991",1.80,30%,1.27,77%,2.00,50%,100%,0.0
145,Alan Belcher,http://www.fightmetric.com/fighter-details/4130a743d9d22163,17,7,0,"6' 2""",185 lbs.,Middleweight,"73""",Orthodox,"Apr 24, 1984",2.70,41%,3.10,59%,0.44,26%,55%,0.9
146,Vitor Belfort,http://www.fightmetric.com/fighter-details/0ee783aa00e468f0,24,10,0,"6' 0""",185 lbs.,Middleweight,"74""",Southpaw,"Apr 01, 1977",1.49,47%,2.16,54%,1.26,60%,51%,0.8
147,Joey Beltran,http://www.fightmetric.com/fighter-details/46baf0f57edfa4df,14,9,0,"6' 1""",205 lbs.,Light Heavyweight,"75""",Orthodox,"Dec 08, 1981",4.58,37%,5.18,50%,0.59,18%,72%,0.0
148,Marco Beltran,http://www.fightmetric.com/fighter-details/ec71a892fada28c7,6,4,0,"5' 8""",135 lbs.,Bantamweight,"69""",Orthodox,"May 18, 1986",2.07,50%,1.67,55%,1.00,25%,0%,0.0
149,Joseph Benavidez,http://www.fightmetric.com/fighter-details/80eacd4da0617c57,21,4,0,"5' 4""",125 lbs.,Flyweight,"65""",Southpaw,"Jul 31, 1984",3.21,32%,2.17,65%,1.28,26%,55%,1.0
150,Mike Bencic,http://www.fightmetric.com/fighter-details/a71feb7ea7592a71,1,2,0,"6' 0""",215 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,3.32,53%,0.00,0%,0%,0.0
151,Dave Beneteau,http://www.fightmetric.com/fighter-details/9fd1f08dd4aec14a,6,5,1,"6' 2""",250 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
152,Gabriel Benitez,http://www.fightmetric.com/fighter-details/436f970c9ea9169c,17,5,0,"5' 8""",145 lbs.,Featherweight,"71""",,"Jun 15, 1988",2.19,37%,1.71,50%,0.00,0%,75%,7.1
153,Karla Benitez,http://www.fightmetric.com/fighter-details/6104730621ff318d,6,2,0,"5' 3""",113 lbs.,Strawweight,--,,--,0.00,0%,2.40,57%,0.00,0%,100%,0.0
154,Charles Bennett,http://www.fightmetric.com/fighter-details/8dc4f34c1f50d00d,25,23,2,"5' 8""",155 lbs.,Lightweight,--,Orthodox,"Nov 23, 1979",1.39,39%,1.35,64%,2.02,100%,36%,2.0
155,Josh Bennett,http://www.fightmetric.com/fighter-details/c3ac8d0da7b05772,12,13,0,"6' 4""",259 lbs.,Heavyweight,--,Orthodox,--,2.90,40%,5.80,43%,1.50,100%,100%,0.0
156,Lance Benoist,http://www.fightmetric.com/fighter-details/5431dccc09118234,7,2,0,"5' 11""",170 lbs.,Welterweight,"73""",Southpaw,"Aug 26, 1988",3.68,51%,2.70,56%,1.50,33%,61%,0.0
157,Ryan Benoit,http://www.fightmetric.com/fighter-details/20999e27ddd94bda,7,3,0,"5' 5""",125 lbs.,Flyweight,"68""",Orthodox,"Aug 25, 1989",1.89,28%,2.94,56%,0.00,0%,0%,1.6
158,Joe Benoit,http://www.fightmetric.com/fighter-details/a30f6d375dea5f9b,11,4,0,"5' 9""",170 lbs.,Welterweight,--,Orthodox,"Mar 12, 1982",0.00,0%,0.00,100%,0.00,0%,0%,0.0
159,Pat Benson,http://www.fightmetric.com/fighter-details/a25f3dc0df974597,3,6,2,"5' 9""",155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
160,Len Bentley,http://www.fightmetric.com/fighter-details/592d23aed850e652,9,4,0,"5' 9""",155 lbs.,Lightweight,--,,"Nov 30, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
161,Steve Berger,http://www.fightmetric.com/fighter-details/21b1132949f2a9b0,21,22,2,"5' 11""",170 lbs.,Welterweight,--,Orthodox,"May 20, 1973",1.00,27%,3.26,36%,0.84,40%,16%,1.7
162,Bret Bergmark,http://www.fightmetric.com/fighter-details/2891c9f7b26b26fc,6,1,1,"5' 9""",170 lbs.,Welterweight,--,,"Nov 24, 1973",2.78,52%,2.78,37%,4.17,100%,50%,4.2
163,Keith Berish,http://www.fightmetric.com/fighter-details/e3779ef06e98f185,5,1,0,"6' 0""",205 lbs.,Light Heavyweight,"73""",Orthodox,"Nov 14, 1985",0.00,0%,0.00,100%,0.00,0%,0%,0.0
164,Dennis Bermudez,http://www.fightmetric.com/fighter-details/6f242453c91a5af0,15,4,0,"5' 6""",145 lbs.,Featherweight,"66""",Orthodox,"Dec 13, 1986",4.58,42%,3.28,57%,4.48,44%,92%,1.8
165,Keith Berry,http://www.fightmetric.com/fighter-details/0b935b9bbbe5fc07,10,9,0,"6' 1""",185 lbs.,Middleweight,--,,"Oct 25, 1987",0.00,0%,7.50,45%,0.00,0%,0%,0.0
166,Dave Berry,http://www.fightmetric.com/fighter-details/b3bbe88fecd6a0d2,0,1,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
167,Dieusel Berto,http://www.fightmetric.com/fighter-details/0db70ca89e1c7374,0,3,0,"5' 9""",200 lbs.,Light Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
168,Edson Berto,http://www.fightmetric.com/fighter-details/66766984842c13dc,16,9,1,"5' 6""",155 lbs.,Lightweight,--,Orthodox,"Jul 05, 1983",1.76,36%,4.62,47%,5.47,40%,0%,2.7
169,Allen Berube,http://www.fightmetric.com/fighter-details/aebfb84d1f6d2d8c,4,3,0,"5' 8""",155 lbs.,Lightweight,--,Orthodox,"Aug 25, 1974",0.92,80%,0.92,33%,6.87,100%,0%,3.4
170,Scott Bessac,http://www.fightmetric.com/fighter-details/3f24c96753dbd9f9,4,6,0,"6' 4""",245 lbs.,Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
171,Fernando Bettega,http://www.fightmetric.com/fighter-details/a524710c3ef918fa,7,5,0,--,170 lbs.,Welterweight,--,,"Mar 10, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
172,David Bielkheden,http://www.fightmetric.com/fighter-details/1efa064872f089d0,16,9,0,"5' 10""",155 lbs.,Lightweight,"71""",Orthodox,"Jun 06, 1979",1.11,57%,1.64,54%,2.65,63%,14%,0.0
173,Jeremiah Billington,http://www.fightmetric.com/fighter-details/b3b6e80b7d5f8f0d,11,2,0,"5' 9""",205 lbs.,Light Heavyweight,--,Orthodox,"Nov 14, 1977",1.60,62%,7.06,35%,0.00,0%,50%,0.0
174,Scott Bills,http://www.fightmetric.com/fighter-details/53f02bbc41d99432,8,9,1,"5' 10""",170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
175,Anthony Birchak,http://www.fightmetric.com/fighter-details/c5a126ace82a6025,11,2,0,"5' 8""",135 lbs.,Bantamweight,"69""",Orthodox,"May 16, 1986",3.75,44%,0.00,100%,14.06,100%,0%,0.0
176,Michael Bisping,http://www.fightmetric.com/fighter-details/2b93ebd9f5417ad2,26,7,0,"6' 1""",185 lbs.,Middleweight,"72""",Orthodox,"Feb 28, 1979",4.36,39%,2.43,69%,1.49,44%,62%,0.5
177,Amaury Bitetti,http://www.fightmetric.com/fighter-details/7a359ef685a304a7,5,2,0,"5' 9""",185 lbs.,Middleweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
178,Jan Blachowicz,http://www.fightmetric.com/fighter-details/99df7d0a2a08a8a8,18,3,0,"6' 2""",205 lbs.,Light Heavyweight,"79""",Orthodox,"Feb 24, 1983",6.61,65%,1.02,66%,0.00,0%,0%,0.0
179,Jason Black,http://www.fightmetric.com/fighter-details/b2f743746e8dcfa2,23,4,1,"5' 8""",155 lbs.,Lightweight,--,Orthodox,"Jul 15, 1972",1.06,47%,2.60,45%,0.48,33%,28%,6.2
180,Brad Blackburn,http://www.fightmetric.com/fighter-details/7e69a4b0961aa555,18,13,1,"5' 10""",170 lbs.,Welterweight,"73""",Orthodox,"May 25, 1977",4.55,35%,3.59,65%,0.93,50%,76%,0.7
181,Jason Blackford,http://www.fightmetric.com/fighter-details/619d807fa54ae8f7,2,3,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
182,Tom Blackledge,http://www.fightmetric.com/fighter-details/2adb11835acd815b,10,7,0,--,205 lbs.,Light Heavyweight,--,,--,2.91,61%,2.55,46%,0.00,0%,75%,0.0
183,Maximo Blanco,http://www.fightmetric.com/fighter-details/4a1329cc8eb0928a,11,6,1,"5' 8""",145 lbs.,Featherweight,"71""",Orthodox,"Oct 16, 1983",4.08,44%,3.02,67%,1.77,34%,63%,0.2
184,Byron Bloodworth,http://www.fightmetric.com/fighter-details/ecdf14f4f8643d39,6,3,0,"5' 8""",135 lbs.,Bantamweight,"69""",Orthodox,"Aug 16, 1983",1.82,28%,5.18,50%,0.00,0%,0%,0.0
185,Dan Bobish,http://www.fightmetric.com/fighter-details/f348d05403fad037,17,9,0,"6' 2""",345 lbs.,Super Heavyweight,--,Southpaw,"Jan 26, 1970",2.06,44%,1.74,34%,2.44,42%,0%,1.6
186,Mark Bocek,http://www.fightmetric.com/fighter-details/cf9d24e4bd0cf2ce,12,5,0,"5' 8""",155 lbs.,Lightweight,"75""",Orthodox,"Oct 24, 1981",2.34,43%,2.32,60%,3.65,36%,31%,1.3
187,Jeremy Boczulak,http://www.fightmetric.com/fighter-details/1afd74f8cb0719f3,0,2,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
188,Tim Boetsch,http://www.fightmetric.com/fighter-details/c80095f6092271a7,18,7,0,"6' 0""",185 lbs.,Middleweight,"75""",Orthodox,"Jan 28, 1981",2.70,51%,2.68,57%,1.78,33%,54%,1.0
189,Jerry Bohlander,http://www.fightmetric.com/fighter-details/93892752c5fc23ca,11,4,0,"5' 11""",199 lbs.,Light Heavyweight,--,Orthodox,"Feb 12, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
190,Kotetsu Boku,http://www.fightmetric.com/fighter-details/d227958e8a0c1466,18,7,2,"5' 9""",154 lbs.,Lightweight,--,Orthodox,"May 27, 1977",2.47,42%,2.80,53%,0.00,0%,0%,0.0
191,Tony Bonello,http://www.fightmetric.com/fighter-details/702a72aa7a266d86,16,2,1,"6' 2""",185 lbs.,Middleweight,--,,--,0.62,33%,12.62,10%,0.00,0%,0%,0.0
192,Jesse Bongfeldt,http://www.fightmetric.com/fighter-details/934de214814b8ff4,15,5,1,"6' 0""",185 lbs.,Middleweight,--,Orthodox,"Aug 28, 1980",2.91,62%,1.00,50%,1.51,33%,33%,0.0
193,Stephan Bonnar,http://www.fightmetric.com/fighter-details/c6a33ff198aaaeeb,17,8,0,"6' 4""",205 lbs.,Light Heavyweight,"78""",Orthodox,"Apr 04, 1977",2.63,39%,2.91,52%,1.43,41%,59%,1.1
194,Ray Borg,http://www.fightmetric.com/fighter-details/a4de54ea806fb525,7,1,0,"5' 4""",125 lbs.,Flyweight,"63""",Orthodox,"Aug 04, 1993",0.81,46%,2.66,44%,5.21,66%,50%,3.5
195,Igor Borisov,http://www.fightmetric.com/fighter-details/0313bf497de9c470,1,1,0,"6' 0""",235 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
196,Steve Bosse,http://www.fightmetric.com/fighter-details/e023fa2e648ea0f1,10,1,0,"5' 11""",205 lbs.,Light Heavyweight,--,,"Jul 29, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
197,Marcus Bossett,http://www.fightmetric.com/fighter-details/e8fb8e53bc2e29d6,1,3,0,"6' 1""",215 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
198,Chris Bostick,http://www.fightmetric.com/fighter-details/239224bedeb2c7a4,6,3,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
199,Francois Botha,http://www.fightmetric.com/fighter-details/545d549d6bf87187,0,1,0,"6' 2""",260 lbs.,Heavyweight,--,Orthodox,"Sep 28, 1968",0.00,0%,1.05,77%,0.00,0%,0%,0.0
200,Gregory Bouchelaghem,http://www.fightmetric.com/fighter-details/59851163aaf1aed8,5,4,0,"6' 2""",183 lbs.,Middleweight,--,Switch,--,0.27,21%,1.53,36%,0.00,0%,50%,0.0
201,Rich Bouphanouvong,http://www.fightmetric.com/fighter-details/611b9c068c9e2c44,1,4,0,"5' 7""",170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
202,Mike Bourke,http://www.fightmetric.com/fighter-details/dfdd0c5dd0d4bc23,10,16,1,"6' 0""",275 lbs.,Super Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
203,Jess Bouscal,http://www.fightmetric.com/fighter-details/38b1417ec17072da,3,2,0,--,155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
204,Tai Bowden,http://www.fightmetric.com/fighter-details/2efbc83a6b9b7f86,1,1,0,"5' 11""",230 lbs.,Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
205,Melton Bowen,http://www.fightmetric.com/fighter-details/81ca2c245b19b3c5,0,1,0,"6' 0""",225 lbs.,Heavyweight,--,Orthodox,"Jul 16, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
206,Brian Bowles,http://www.fightmetric.com/fighter-details/b26d3e3746fb4024,10,3,0,"5' 7""",135 lbs.,Bantamweight,"70""",Orthodox,"Jun 22, 1980",2.36,26%,2.98,64%,1.39,70%,54%,1.4
207,Roger Bowling,http://www.fightmetric.com/fighter-details/3b9f723e2720a238,11,5,0,"5' 9""",155 lbs.,Lightweight,"68""",Orthodox,"Dec 05, 1982",3.90,47%,3.86,51%,3.09,43%,27%,0.9
208,Ashe Bowman,http://www.fightmetric.com/fighter-details/8a0a35e7c74bebcc,9,10,0,"5' 9""",155 lbs.,Lightweight,--,,"Nov 17, 1976",2.43,42%,4.86,57%,0.00,0%,0%,0.0
209,Blake Bowman,http://www.fightmetric.com/fighter-details/a95a0504fd73bd3e,2,4,0,"6' 2""",170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
210,Paul Bradley,http://www.fightmetric.com/fighter-details/c7011de4765d2497,18,3,0,"5' 9""",185 lbs.,Middleweight,--,Orthodox,"Jun 13, 1983",2.44,34%,3.89,56%,1.39,17%,100%,0.0
211,Kyle Bradley,http://www.fightmetric.com/fighter-details/a6959da32f0e6b5d,15,8,0,"5' 9""",155 lbs.,Lightweight,"71""",Orthodox,"Aug 19, 1982",1.99,40%,3.45,58%,0.65,50%,40%,0.0
212,Ebenezer Fontes,http://www.fightmetric.com/fighter-details/dc950d59dc590aca,13,7,2,"6' 0""",199 lbs.,Light Heavyweight,--,Orthodox,"Apr 14, 1969",2.42,50%,0.42,71%,0.00,0%,90%,0.6
213,Joe Brammer,http://www.fightmetric.com/fighter-details/013da757877044a2,7,3,1,"5' 8""",155 lbs.,Lightweight,--,Orthodox,"Aug 23, 1983",2.15,31%,2.80,56%,0.81,50%,50%,0.0
214,Dave Branch,http://www.fightmetric.com/fighter-details/d2c55d1d2e67773b,9,2,0,"6' 1""",185 lbs.,Middleweight,"79""",Orthodox,"Sep 26, 1981",1.16,47%,0.57,71%,2.43,34%,28%,0.0
215,Diego Brandao,http://www.fightmetric.com/fighter-details/c2e3e67b5911bfb7,22,10,0,"5' 7""",145 lbs.,Featherweight,"64""",Orthodox,"May 27, 1987",2.42,44%,3.64,61%,3.13,68%,81%,0.7
216,Michael Bravo,http://www.fightmetric.com/fighter-details/dc63542668295c23,7,4,0,--,155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
217,Chris Brennan,http://www.fightmetric.com/fighter-details/b19fc66613dc75b9,19,13,1,"5' 8""",170 lbs.,Welterweight,--,Orthodox,"Oct 12, 1971",0.60,40%,0.97,50%,0.00,0%,25%,2.1
218,Charlie Brenneman,http://www.fightmetric.com/fighter-details/98f6da59d765ec94,19,8,0,"5' 10""",155 lbs.,Lightweight,"72""",Orthodox,"Feb 09, 1981",1.52,56%,1.55,46%,4.23,42%,72%,0.0
219,Mack Brewer,http://www.fightmetric.com/fighter-details/106a925d947a0de9,0,1,0,--,205 lbs.,Light Heavyweight,--,,--,0.00,0%,6.67,36%,0.00,0%,0%,0.0
220,Jason Brilz,http://www.fightmetric.com/fighter-details/497ba5b12a4bfc47,18,5,1,"5' 11""",205 lbs.,Light Heavyweight,"71""",Orthodox,"Jul 07, 1975",2.66,40%,1.78,65%,2.37,25%,25%,1.3
221,Marcus Brimage,http://www.fightmetric.com/fighter-details/81801f57bd0a7c41,7,3,0,"5' 4""",135 lbs.,Bantamweight,"71""",Southpaw,"Apr 06, 1985",4.17,35%,3.57,55%,0.70,100%,81%,0.0
222,Aaron Brink,http://www.fightmetric.com/fighter-details/cf1a88371c8cb690,25,21,0,"6' 3""",205 lbs.,Light Heavyweight,--,Orthodox,"Nov 12, 1974",3.49,42%,5.71,57%,0.00,0%,0%,0.0
223,Henry Briones,http://www.fightmetric.com/fighter-details/01fcef7e3d051722,19,4,1,"5' 8""",135 lbs.,Bantamweight,"69""",,"Oct 22, 1980",4.75,50%,5.20,52%,0.00,0%,50%,2.2
224,Marcelo Brito,http://www.fightmetric.com/fighter-details/3a97fda0de6f1fa4,8,5,0,"6' 1""",170 lbs.,Welterweight,--,Orthodox,"Nov 27, 1977",0.60,20%,3.53,55%,0.00,0%,50%,0.0
225,Antwain Britt,http://www.fightmetric.com/fighter-details/2833f50b20e96e52,11,5,0,"6' 1""",205 lbs.,Light Heavyweight,"77""",,"May 09, 1978",1.46,39%,2.81,44%,1.56,40%,50%,0.0
226,Drew Brokenshire,http://www.fightmetric.com/fighter-details/aa571d75f80fde7d,4,2,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
227,Mike Bronzoulis,http://www.fightmetric.com/fighter-details/df3c39573d01f55b,13,3,1,"6' 0""",170 lbs.,Welterweight,--,,"Jan 05, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
228,Jonathan Brookins,http://www.fightmetric.com/fighter-details/b0a6124751a56bc4,14,6,0,"6' 0""",145 lbs.,Featherweight,"73""",Southpaw,"Aug 13, 1985",2.69,39%,3.63,56%,1.94,17%,80%,0.3
229,Will Brooks,http://www.fightmetric.com/fighter-details/b6e6c3b1dcaae0a1,8,1,0,"5' 11""",155 lbs.,Lightweight,--,,"Oct 08, 1988",6.27,66%,0.23,84%,3.42,100%,100%,0.0
230,Rob Broughton,http://www.fightmetric.com/fighter-details/a7d687e6ecb30981,15,7,1,"6' 2""",265 lbs.,Heavyweight,"74""",,"Mar 03, 1983",2.83,60%,2.54,51%,0.00,0%,26%,3.2
231,Lee Brousseau,http://www.fightmetric.com/fighter-details/0974d8d4053a7237,5,3,0,"6' 1""",205 lbs.,Light Heavyweight,--,,"Oct 04, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
232,Matt Brown,http://www.fightmetric.com/fighter-details/31123249b0bbf52e,21,12,0,"6' 0""",170 lbs.,Welterweight,"75""",Orthodox,"Jan 10, 1981",4.00,54%,2.45,58%,1.95,47%,65%,2.0
233,Chris Brown,http://www.fightmetric.com/fighter-details/9e2624ac992660c6,6,4,0,--,170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
234,Terrell Brown,http://www.fightmetric.com/fighter-details/85df85a4e276c90e,3,1,0,--,185 lbs.,Middleweight,--,,"Apr 13, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
235,Todd Brown,http://www.fightmetric.com/fighter-details/9b68bf67c5695185,15,4,0,"5' 11""",205 lbs.,Light Heavyweight,--,Orthodox,"Dec 13, 1976",2.15,45%,3.85,48%,0.00,0%,50%,0.0
236,Mike Brown,http://www.fightmetric.com/fighter-details/e0b74df14f52cd15,26,9,0,"5' 6""",145 lbs.,Featherweight,"70""",Orthodox,"Sep 08, 1975",2.98,44%,2.45,60%,3.23,40%,66%,0.6
237,Dominic Brown,http://www.fightmetric.com/fighter-details/52b3ec072ad497a4,14,21,0,"5' 11""",190 lbs.,Light Heavyweight,--,,"Jun 04, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
238,Humberto Brown,http://www.fightmetric.com/fighter-details/e9e7e1c8ff289e1b,4,5,0,"5' 10""",145 lbs.,Featherweight,"71""",,"Nov 03, 1984",1.71,50%,2.19,62%,1.43,25%,0%,0.0
239,Travis Browne,http://www.fightmetric.com/fighter-details/3236bf606fe9fa5b,17,2,1,"6' 7""",255 lbs.,Heavyweight,"79""",Orthodox,"Jul 17, 1982",2.91,44%,3.51,43%,1.49,72%,82%,0.4
240,Junie Browning,http://www.fightmetric.com/fighter-details/d74cba8566291bfa,4,5,0,"5' 9""",155 lbs.,Lightweight,--,Orthodox,"May 12, 1984",3.76,48%,1.76,66%,3.53,66%,0%,3.5
241,Jules Bruchez,http://www.fightmetric.com/fighter-details/d1dcd4e96464a53d,1,2,0,"6' 0""",205 lbs.,Light Heavyweight,--,Southpaw,"Aug 16, 1977",0.69,50%,5.52,46%,0.00,0%,0%,0.0
242,Justin Bruckmann,http://www.fightmetric.com/fighter-details/5f8e00c27b7e7410,7,3,0,"5' 9""",170 lbs.,Welterweight,--,Orthodox,--,0.59,66%,5.91,16%,0.00,0%,33%,0.0
243,Steve Bruno,http://www.fightmetric.com/fighter-details/2f3f12002564bb55,14,5,0,"5' 10""",170 lbs.,Welterweight,--,Orthodox,"Nov 03, 1981",0.96,52%,3.38,36%,1.94,25%,46%,0.4
244,Derek Brunson,http://www.fightmetric.com/fighter-details/b1a3e0aca758b322,12,3,0,"6' 1""",185 lbs.,Middleweight,"77""",Southpaw,"Jan 04, 1984",2.20,41%,2.42,49%,4.01,41%,100%,1.0
245,Josh Bryant,http://www.fightmetric.com/fighter-details/01f022fa494188e2,12,1,0,"5' 10""",185 lbs.,Middleweight,--,Orthodox,"Apr 23, 1980",1.10,20%,6.10,43%,0.00,0%,0%,0.0
246,Justin Buchholz,http://www.fightmetric.com/fighter-details/231926533134ec1f,12,6,0,"6' 0""",155 lbs.,Lightweight,"73""",Orthodox,"Aug 22, 1983",2.35,26%,4.14,51%,0.00,0%,33%,0.8
247,Zak Bucia,http://www.fightmetric.com/fighter-details/6bbb8dc6e128779e,7,4,0,"5' 10""",170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
248,Courtney Buck,http://www.fightmetric.com/fighter-details/3feed7d02711d8b7,10,5,0,"5' 10""",135 lbs.,Bantamweight,--,Orthodox,"Mar 19, 1982",1.49,28%,3.24,54%,0.00,0%,33%,0.0
249,Julia Budd,http://www.fightmetric.com/fighter-details/dcdc4503b9d49977,2,1,0,"5' 7""",145 lbs.,Featherweight,"67""",,"Jul 04, 1983",5.66,45%,13.58,40%,0.00,0%,50%,0.0
250,Mike Budnik,http://www.fightmetric.com/fighter-details/b98209144b63ae26,11,4,0,"5' 9""",145 lbs.,Featherweight,"68""",Orthodox,"Aug 08, 1974",0.65,52%,0.95,53%,0.00,0%,0%,3.4
251,Francisco Bueno,http://www.fightmetric.com/fighter-details/a72d260b436924c4,5,2,0,"5' 9""",225 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
